,A,B,Support,Confidence,Lift
287,"['spaghetti', 'frozen vegetables', 'chocolate']","['ground beef', 'nan']",0.0030662578322890282,0.3898305084745763,3.967596531978015
290,"['spaghetti', 'nan', 'frozen vegetables', 'chocolate']",['ground beef'],0.0030662578322890282,0.3898305084745763,3.967596531978015
138,"['olive oil', 'chocolate']","['spaghetti', 'mineral water']",0.0038661511798426876,0.23577235772357724,3.947608159117306
302,"['olive oil', 'chocolate']","['spaghetti', 'mineral water', 'nan']",0.0038661511798426876,0.23577235772357724,3.947608159117306
304,"['nan', 'olive oil', 'chocolate']","['spaghetti', 'mineral water']",0.0038661511798426876,0.23577235772357724,3.947608159117306
338,"['mineral water', 'frozen vegetables', 'olive oil']","['nan', 'milk']",0.003332888948140248,0.5102040816326531,3.937284790459394
342,"['mineral water', 'nan', 'frozen vegetables', 'olive oil']",['milk'],0.003332888948140248,0.5102040816326531,3.937284790459394
175,"['mineral water', 'frozen vegetables', 'olive oil']",['milk'],0.003332888948140248,0.5102040816326531,3.937284790459394
359,"['spaghetti', 'mineral water', 'frozen vegetables']","['shrimp', 'nan']",0.003332888948140248,0.2777777777777778,3.89460020768432
362,"['spaghetti', 'mineral water', 'nan', 'frozen vegetables']",['shrimp'],0.003332888948140248,0.2777777777777778,3.8873341625207294
195,"['spaghetti', 'mineral water', 'frozen vegetables']",['shrimp'],0.003332888948140248,0.2777777777777778,3.8873341625207294
15,"['ground beef', 'cereals']",['spaghetti'],0.0030662578322890282,0.6764705882352942,3.8853031258445188
104,"['ground beef', 'cereals']","['spaghetti', 'nan']",0.0030662578322890282,0.6764705882352942,3.8853031258445188
106,"['ground beef', 'nan', 'cereals']",['spaghetti'],0.0030662578322890282,0.6764705882352942,3.8853031258445188
114,"['nan', 'chicken', 'olive oil']",['milk'],0.0035995200639914677,0.5,3.858539094650206
111,"['chicken', 'olive oil']","['nan', 'milk']",0.0035995200639914677,0.5,3.858539094650206
21,"['chicken', 'olive oil']",['milk'],0.0035995200639914677,0.5,3.858539094650206
45,"['soup', 'frozen vegetables']",['milk'],0.003999466737768298,0.5,3.858539094650206
189,"['soup', 'nan', 'frozen vegetables']",['milk'],0.003999466737768298,0.5,3.858539094650206
188,"['soup', 'frozen vegetables']","['nan', 'milk']",0.003999466737768298,0.5,3.858539094650206
5,['tomato sauce'],['ground beef'],0.005332622317024397,0.3773584905660377,3.840659481324083
65,"['nan', 'tomato sauce']",['ground beef'],0.005332622317024397,0.3773584905660377,3.840659481324083
64,['tomato sauce'],"['ground beef', 'nan']",0.005332622317024397,0.3773584905660377,3.840659481324083
103,"['cake', 'nan', 'tomatoes']",['frozen vegetables'],0.0030662578322890282,0.36507936507936506,3.8300144300144296
101,"['cake', 'tomatoes']","['nan', 'frozen vegetables']",0.0030662578322890282,0.36507936507936506,3.8300144300144296
14,"['cake', 'tomatoes']",['frozen vegetables'],0.0030662578322890282,0.36507936507936506,3.8300144300144296
118,"['ground beef', 'eggs']","['mineral water', 'chocolate']",0.003999466737768298,0.20000000000000004,3.7979746835443047
278,"['ground beef', 'eggs']","['mineral water', 'nan', 'chocolate']",0.003999466737768298,0.20000000000000004,3.7979746835443047
280,"['ground beef', 'nan', 'eggs']","['mineral water', 'chocolate']",0.003999466737768298,0.20000000000000004,3.7979746835443047
34,"['mushroom cream sauce', 'nan']",['escalope'],0.005732568990801226,0.3006993006993007,3.790832696715049
1,['mushroom cream sauce'],['escalope'],0.005732568990801226,0.3006993006993007,3.790832696715049
33,['mushroom cream sauce'],"['nan', 'escalope']",0.005732568990801226,0.3006993006993007,3.790832696715049
167,"['spaghetti', 'frozen vegetables', 'milk']",['ground beef'],0.0030662578322890282,0.3709677419354839,3.7756160546242397
330,"['spaghetti', 'nan', 'frozen vegetables', 'milk']",['ground beef'],0.0030662578322890282,0.3709677419354839,3.7756160546242397
327,"['spaghetti', 'frozen vegetables', 'milk']","['ground beef', 'nan']",0.0030662578322890282,0.3709677419354839,3.7756160546242397
350,"['soup', 'mineral water', 'milk']","['nan', 'frozen vegetables']",0.0030662578322890282,0.35937500000000006,3.7701704545454553
355,"['soup', 'mineral water', 'nan', 'milk']",['frozen vegetables'],0.0030662578322890282,0.35937500000000006,3.7701704545454553
182,"['soup', 'mineral water', 'milk']",['frozen vegetables'],0.0030662578322890282,0.35937500000000006,3.7701704545454553
156,"['frozen smoothie', 'milk']","['spaghetti', 'mineral water']",0.003199573390214638,0.22429906542056074,3.7555073431241657
310,"['frozen smoothie', 'milk']","['spaghetti', 'mineral water', 'nan']",0.003199573390214638,0.22429906542056074,3.7555073431241657
312,"['frozen smoothie', 'nan', 'milk']","['spaghetti', 'mineral water']",0.003199573390214638,0.22429906542056074,3.7555073431241657
206,"['shrimp', 'tomatoes']","['nan', 'frozen vegetables']",0.003999466737768298,0.35714285714285715,3.7467532467532467
52,"['shrimp', 'tomatoes']",['frozen vegetables'],0.003999466737768298,0.35714285714285715,3.7467532467532467
209,"['shrimp', 'nan', 'tomatoes']",['frozen vegetables'],0.003999466737768298,0.35714285714285715,3.7467532467532467
367,"['spaghetti', 'mineral water', 'nan', 'frozen vegetables']",['tomatoes'],0.0030662578322890282,0.2555555555555556,3.7366904916612524
197,"['spaghetti', 'mineral water', 'frozen vegetables']",['tomatoes'],0.0030662578322890282,0.2555555555555556,3.7366904916612524
364,"['spaghetti', 'mineral water', 'frozen vegetables']","['nan', 'tomatoes']",0.0030662578322890282,0.2555555555555556,3.7366904916612524
335,"['spaghetti', 'mineral water', 'nan', 'frozen vegetables']",['ground beef'],0.004399413411545127,0.3666666666666667,3.7318407960199007
334,"['spaghetti', 'mineral water', 'frozen vegetables']","['ground beef', 'nan']",0.004399413411545127,0.3666666666666667,3.7318407960199007
170,"['spaghetti', 'mineral water', 'frozen vegetables']",['ground beef'],0.004399413411545127,0.3666666666666667,3.7318407960199007
303,"['spaghetti', 'mineral water', 'chocolate']","['nan', 'olive oil']",0.0038661511798426876,0.2436974789915966,3.707859614434008
110,"['chicken', 'milk']","['nan', 'olive oil']",0.0035995200639914677,0.24324324324324323,3.700948412915958
305,"['spaghetti', 'mineral water', 'nan', 'chocolate']",['olive oil'],0.0038661511798426876,0.2436974789915966,3.700353825740822
139,"['spaghetti', 'mineral water', 'chocolate']",['olive oil'],0.0038661511798426876,0.2436974789915966,3.700353825740822
113,"['nan', 'chicken', 'milk']",['olive oil'],0.0035995200639914677,0.24324324324324323,3.693456614509246
20,"['chicken', 'milk']",['olive oil'],0.0035995200639914677,0.24324324324324323,3.693456614509246
372,"['ground beef', 'olive oil']","['spaghetti', 'mineral water', 'nan']",0.0030662578322890282,0.2169811320754717,3.63298096361186
229,"['ground beef', 'olive oil']","['spaghetti', 'mineral water']",0.0030662578322890282,0.2169811320754717,3.63298096361186
373,"['ground beef', 'nan', 'olive oil']","['spaghetti', 'mineral water']",0.0030662578322890282,0.2169811320754717,3.63298096361186
316,"['spaghetti', 'frozen smoothie', 'nan', 'mineral water']",['milk'],0.003199573390214638,0.4705882352941177,3.631566206729606
158,"['spaghetti', 'frozen smoothie', 'mineral water']",['milk'],0.003199573390214638,0.4705882352941177,3.631566206729606
313,"['spaghetti', 'frozen smoothie', 'mineral water']","['nan', 'milk']",0.003199573390214638,0.4705882352941177,3.631566206729606
253,"['soup', 'milk']","['nan', 'olive oil']",0.0035995200639914677,0.23684210526315788,3.603555033628696
256,"['soup', 'nan', 'milk']",['olive oil'],0.0035995200639914677,0.23684210526315788,3.5962603878116344
76,"['soup', 'milk']",['olive oil'],0.0035995200639914677,0.23684210526315788,3.5962603878116344
325,"['ground beef', 'mineral water', 'nan', 'milk']",['frozen vegetables'],0.0037328356219170776,0.3373493975903614,3.539101861993428
165,"['ground beef', 'mineral water', 'milk']",['frozen vegetables'],0.0037328356219170776,0.3373493975903614,3.539101861993428
322,"['ground beef', 'mineral water', 'milk']","['nan', 'frozen vegetables']",0.0037328356219170776,0.3373493975903614,3.539101861993428
377,"['ground beef', 'nan', 'pancakes']","['spaghetti', 'mineral water']",0.0030662578322890282,0.21100917431192662,3.532990661861075
376,"['ground beef', 'pancakes']","['spaghetti', 'mineral water', 'nan']",0.0030662578322890282,0.21100917431192662,3.532990661861075
231,"['ground beef', 'pancakes']","['spaghetti', 'mineral water']",0.0030662578322890282,0.21100917431192662,3.532990661861075
115,"['nan', 'milk', 'olive oil']",['chicken'],0.0035995200639914677,0.2109375,3.51609375
112,"['milk', 'olive oil']","['nan', 'chicken']",0.0035995200639914677,0.2109375,3.51609375
22,"['milk', 'olive oil']",['chicken'],0.0035995200639914677,0.2109375,3.51609375
89,"['olive oil', 'tomatoes']",['spaghetti'],0.004399413411545127,0.6111111111111112,3.5099115194827295
272,"['olive oil', 'tomatoes']","['spaghetti', 'nan']",0.004399413411545127,0.6111111111111112,3.5099115194827295
274,"['nan', 'olive oil', 'tomatoes']",['spaghetti'],0.004399413411545127,0.6111111111111112,3.5099115194827295
207,"['shrimp', 'nan', 'frozen vegetables']",['tomatoes'],0.003999466737768298,0.24000000000000002,3.5092397660818717
204,"['shrimp', 'frozen vegetables']","['nan', 'tomatoes']",0.003999466737768298,0.24000000000000002,3.5092397660818717
50,"['shrimp', 'frozen vegetables']",['tomatoes'],0.003999466737768298,0.24000000000000002,3.5092397660818717
264,"['spaghetti', 'whole wheat pasta']","['nan', 'milk']",0.003999466737768298,0.4545454545454546,3.5077628133183696
81,"['spaghetti', 'whole wheat pasta']",['milk'],0.003999466737768298,0.4545454545454546,3.5077628133183696
265,"['spaghetti', 'nan', 'whole wheat pasta']",['milk'],0.003999466737768298,0.4545454545454546,3.5077628133183696
53,"['spaghetti', 'frozen vegetables']",['tomatoes'],0.006665777896280496,0.23923444976076558,3.4980460188216425
210,"['spaghetti', 'frozen vegetables']","['nan', 'tomatoes']",0.006665777896280496,0.23923444976076558,3.4980460188216425
212,"['spaghetti', 'nan', 'frozen vegetables']",['tomatoes'],0.006665777896280496,0.23923444976076558,3.4980460188216425
288,"['ground beef', 'spaghetti', 'chocolate']","['nan', 'frozen vegetables']",0.0030662578322890282,0.33333333333333337,3.4969696969696975
291,"['ground beef', 'nan', 'spaghetti', 'chocolate']",['frozen vegetables'],0.0030662578322890282,0.33333333333333337,3.4969696969696975
124,"['ground beef', 'spaghetti', 'chocolate']",['frozen vegetables'],0.0030662578322890282,0.33333333333333337,3.4969696969696975
284,"['mineral water', 'nan', 'frozen vegetables', 'chocolate']",['ground beef'],0.003332888948140248,0.34246575342465757,3.4855300087358976
282,"['mineral water', 'frozen vegetables', 'chocolate']","['ground beef', 'nan']",0.003332888948140248,0.34246575342465757,3.4855300087358976
120,"['mineral water', 'frozen vegetables', 'chocolate']",['ground beef'],0.003332888948140248,0.34246575342465757,3.4855300087358976
205,"['frozen vegetables', 'tomatoes']","['shrimp', 'nan']",0.003999466737768298,0.2479338842975207,3.4761720861975753
208,"['nan', 'frozen vegetables', 'tomatoes']",['shrimp'],0.003999466737768298,0.2479338842975207,3.4696866905143704
51,"['frozen vegetables', 'tomatoes']",['shrimp'],0.003999466737768298,0.2479338842975207,3.4696866905143704
369,"['spaghetti', 'mineral water', 'nan', 'tomatoes']",['frozen vegetables'],0.0030662578322890282,0.32857142857142857,3.447012987012987
366,"['spaghetti', 'mineral water', 'tomatoes']","['nan', 'frozen vegetables']",0.0030662578322890282,0.32857142857142857,3.447012987012987
199,"['spaghetti', 'mineral water', 'tomatoes']",['frozen vegetables'],0.0030662578322890282,0.32857142857142857,3.447012987012987
236,"['spaghetti', 'nan', 'pepper']",['ground beef'],0.003332888948140248,0.33783783783783783,3.4384282518610876
235,"['spaghetti', 'pepper']","['ground beef', 'nan']",0.003332888948140248,0.33783783783783783,3.4384282518610876
66,"['spaghetti', 'pepper']",['ground beef'],0.003332888948140248,0.33783783783783783,3.4384282518610876
71,['light cream'],"['spaghetti', 'mineral water']",0.003199573390214638,0.20512820512820515,3.4345238095238098
246,"['nan', 'light cream']","['spaghetti', 'mineral water']",0.003199573390214638,0.20512820512820515,3.4345238095238098
245,['light cream'],"['spaghetti', 'mineral water', 'nan']",0.003199573390214638,0.20512820512820515,3.4345238095238098
321,"['mineral water', 'frozen vegetables', 'milk']","['ground beef', 'nan']",0.0037328356219170776,0.3373493975903614,3.4334570302921317
164,"['mineral water', 'frozen vegetables', 'milk']",['ground beef'],0.0037328356219170776,0.3373493975903614,3.4334570302921317
324,"['mineral water', 'nan', 'frozen vegetables', 'milk']",['ground beef'],0.0037328356219170776,0.3373493975903614,3.4334570302921317
266,"['soup', 'mineral water']","['nan', 'olive oil']",0.005199306759098787,0.22543352601156072,3.429973384609973
267,"['soup', 'mineral water', 'nan']",['olive oil'],0.005199306759098787,0.22543352601156072,3.4230301186492245
82,"['soup', 'mineral water']",['olive oil'],0.005199306759098787,0.22543352601156072,3.4230301186492245
261,"['soup', 'tomatoes']","['nan', 'milk']",0.0030662578322890282,0.44230769230769235,3.4133230452674903
263,"['soup', 'nan', 'tomatoes']",['milk'],0.0030662578322890282,0.44230769230769235,3.4133230452674903
80,"['soup', 'tomatoes']",['milk'],0.0030662578322890282,0.44230769230769235,3.4133230452674903
225,"['ground beef', 'milk']","['nan', 'olive oil']",0.004932675643247567,0.22424242424242427,3.4118507591124225
62,"['ground beef', 'milk']",['olive oil'],0.004932675643247567,0.22424242424242427,3.40494417862839
226,"['ground beef', 'nan', 'milk']",['olive oil'],0.004932675643247567,0.22424242424242427,3.40494417862839
294,"['spaghetti', 'frozen vegetables', 'chocolate']","['nan', 'milk']",0.0034662045060658577,0.44067796610169485,3.4007463207086555
296,"['spaghetti', 'nan', 'frozen vegetables', 'chocolate']",['milk'],0.0034662045060658577,0.44067796610169485,3.4007463207086555
126,"['spaghetti', 'frozen vegetables', 'chocolate']",['milk'],0.0034662045060658577,0.44067796610169485,3.4007463207086555
161,"['nan', 'frozen vegetables', 'green tea']",['tomatoes'],0.003332888948140248,0.2314814814814815,3.38468341635983
160,"['frozen vegetables', 'green tea']","['nan', 'tomatoes']",0.003332888948140248,0.2314814814814815,3.38468341635983
41,"['frozen vegetables', 'green tea']",['tomatoes'],0.003332888948140248,0.2314814814814815,3.38468341635983
149,"['herb & pepper', 'nan', 'eggs']",['ground beef'],0.0041327822956939075,0.3297872340425532,3.3564912381997174
147,"['herb & pepper', 'eggs']","['ground beef', 'nan']",0.0041327822956939075,0.3297872340425532,3.3564912381997174
31,"['herb & pepper', 'eggs']",['ground beef'],0.0041327822956939075,0.3297872340425532,3.3564912381997174
360,"['shrimp', 'nan', 'frozen vegetables']","['spaghetti', 'mineral water']",0.003332888948140248,0.2,3.3486607142857148
371,"['ground beef', 'nan', 'milk']","['spaghetti', 'mineral water']",0.004399413411545127,0.2,3.3486607142857148
370,"['ground beef', 'milk']","['spaghetti', 'mineral water', 'nan']",0.004399413411545127,0.2,3.3486607142857148
358,"['shrimp', 'frozen vegetables']","['spaghetti', 'mineral water', 'nan']",0.003332888948140248,0.2,3.3486607142857148
194,"['shrimp', 'frozen vegetables']","['spaghetti', 'mineral water']",0.003332888948140248,0.2,3.3486607142857148
224,"['ground beef', 'milk']","['spaghetti', 'mineral water']",0.004399413411545127,0.2,3.3486607142857148
234,"['spaghetti', 'mineral water', 'tomatoes']",['ground beef'],0.0030662578322890282,0.32857142857142857,3.344117076952898
383,"['spaghetti', 'mineral water', 'nan', 'tomatoes']",['ground beef'],0.0030662578322890282,0.32857142857142857,3.344117076952898
381,"['spaghetti', 'mineral water', 'tomatoes']","['ground beef', 'nan']",0.0030662578322890282,0.32857142857142857,3.344117076952898
213,"['spaghetti', 'nan', 'tomatoes']",['frozen vegetables'],0.006665777896280496,0.3184713375796179,3.341053850607991
211,"['spaghetti', 'tomatoes']","['nan', 'frozen vegetables']",0.006665777896280496,0.3184713375796179,3.341053850607991
54,"['spaghetti', 'tomatoes']",['frozen vegetables'],0.006665777896280496,0.3184713375796179,3.341053850607991
127,"['spaghetti', 'milk', 'chocolate']",['frozen vegetables'],0.0034662045060658577,0.3170731707317073,3.3263858093126384
